id	chrom	len	cumul
scaff_group001	JAEPEU010005693.1	225	225
scaff_group001	JAEPEU010001666.1	235	460
scaff_group001	JAEPEU010002498.1	252	712
scaff_group001	JAEPEU010000106.1	255	967
scaff_group001	JAEPEU010001968.1	260	1227
scaff_group001	JAEPEU010001976.1	276	1503
scaff_group001	JAEPEU010004318.1	279	1782
scaff_group001	JAEPEU010000266.1	289	2071
scaff_group001	JAEPEU010003418.1	289	2360
scaff_group001	JAEPEU010004868.1	294	2654
scaff_group001	JAEPEU010009215.1	301	2955
scaff_group001	JAEPEU010009355.1	317	3272
scaff_group001	JAEPEU010006725.1	319	3591
scaff_group001	JAEPEU010000173.1	321	3912
scaff_group001	JAEPEU010004351.1	331	4243
scaff_group001	JAEPEU010009262.1	333	4576
scaff_group001	JAEPEU010007031.1	335	4911
scaff_group001	JAEPEU010006379.1	339	5250
scaff_group001	JAEPEU010001138.1	343	5593
scaff_group001	JAEPEU010006756.1	345	5938
scaff_group001	JAEPEU010004010.1	350	6288
scaff_group001	JAEPEU010008351.1	351	6639
scaff_group001	JAEPEU010000283.1	353	6992
scaff_group001	JAEPEU010008557.1	357	7349
scaff_group001	JAEPEU010003245.1	367	7716
scaff_group001	JAEPEU010007942.1	367	8083
scaff_group001	JAEPEU010002340.1	371	8454
scaff_group001	JAEPEU010003880.1	373	8827
scaff_group001	JAEPEU010009166.1	374	9201
scaff_group001	JAEPEU010003217.1	378	9579
scaff_group001	JAEPEU010003821.1	389	9968
scaff_group001	JAEPEU010002132.1	399	10367
scaff_group001	JAEPEU010002664.1	399	10766
scaff_group001	JAEPEU010004468.1	412	11178
scaff_group001	JAEPEU010009808.1	413	11591
scaff_group001	JAEPEU010006675.1	416	12007
scaff_group001	JAEPEU010004531.1	417	12424
scaff_group001	JAEPEU010002963.1	418	12842
scaff_group001	JAEPEU010002828.1	424	13266
scaff_group001	JAEPEU010001817.1	426	13692
scaff_group001	JAEPEU010006208.1	431	14123
scaff_group001	JAEPEU010007041.1	433	14556
scaff_group001	JAEPEU010002036.1	435	14991
scaff_group001	JAEPEU010000285.1	436	15427
scaff_group001	JAEPEU010003874.1	436	15863
scaff_group001	JAEPEU010003074.1	440	16303
scaff_group001	JAEPEU010004208.1	440	16743
scaff_group001	JAEPEU010003611.1	442	17185
scaff_group001	JAEPEU010002656.1	443	17628
scaff_group001	JAEPEU010003076.1	445	18073
